player_name,position,height_inches,weight_lbs,college,draft_year,years_in_college,games,minutes_per_game,points,rebounds,assists,steals,blocks,turnovers,fg_percent,3_fg_percent,free_throw_percent,effective_fg_percent,player_efficiency_rating,win_shares
Arnie Gaarde,Guard,70.0,178.0,Iowa State,1956,3,39.0,,3.6,1.3,,,,,40.5,,59.3,,,
John Gaball,Guard,71.0,180.0,Long Beach State,1969,1,16.0,,2.1,0.7,,,,,41.7,,75.0,,,
Chris Gabbard,Guard,75.0,190.0,South Florida,1988,3,24.0,3.8,0.8,0.4,0.8,0.1,0.0,0.0,21.4,,,,,
Mike Gabbard,Guard,72.0,180.0,Western Kentucky,2011,1,12.0,3.7,0.2,0.0,0.4,0.3,0.0,0.3,50.0,0.0,50.0,50.0,5.2,0.0
Stephen Gabbard,Guard,76.0,193.0,Eastern Kentucky,2005,1,7.0,,1.6,1.0,0.6,0.0,0.0,,25.0,9.1,100.0,28.1,,-0.1
Scott Gabbert,Guard,75.0,190.0,Southern Illinois,1992,2,19.0,3.2,1.1,,,0.1,0.0,0.2,28.6,30.8,100.0,38.1,,
John Gabbey,6-5 (196cm) ,,,,1960,1,17.0,,1.3,2.3,,,,,25.0,,40.0,,,
Travis Gabbidon,Forward,79.0,201.0,UTSA,2009,2,46.0,,13.0,6.2,1.6,1.3,0.4,2.4,40.8,30.2,71.6,45.9,,4.1
Jim Gabel,School: Wyoming,,,,1970,1,2.0,,,2.0,,,,,,,,,,
Randy Gabler,Center,81.0,206.0,Cornell,2002,3,56.0,,2.4,1.9,0.8,0.3,0.5,,40.8,22.2,55.8,42.3,,0.9
Bill Gabor,School: Syracuse,,,,1948,1,23.0,,15.0,,,,,,,,65.2,,,
Desire Gabou,Guard,74.0,188.0,Western Kentucky,2008,2,26.0,,0.2,0.2,0.1,0.0,0.0,0.2,25.0,0.0,0.0,25.0,,-0.1
Andrew Gabriel,Forward,78.0,230.0,Manhattan,2010,3,122.0,19.6,4.7,3.8,0.8,0.6,0.6,1.7,40.7,0.0,47.2,40.7,,2.1
Byron Gabriel,Guard,74.0,188.0,Southern,1986,2,57.0,33.7,13.9,2.4,3.5,2.1,0.0,2.6,52.5,,71.2,,,
Chris Gabriel,Center,83.0,275.0,  Schools: New Mexico State and San Diego,2011,2,57.0,15.8,4.6,2.9,0.2,0.3,0.3,1.5,48.4,,65.0,48.4,,0.9
Darryl Gabriel,Guard,74.0,188.0,Loyola Marymount,1983,2,48.0,14.0,4.4,1.1,0.6,0.1,0.4,0.6,47.3,,64.7,,,
George Gabriel,School: Washington State,,,,1966,1,,,,,,,,,,,,,,
John Gabriel,Forward,,,,1988,3,,28.9,,,,0.4,0.5,1.8,,,,,,
Keith Gabriel,Guard,76.0,185.0,Virginia Military Institute,2011,3,124.0,26.1,15.5,3.1,1.4,1.7,0.8,1.9,41.7,33.3,68.2,51.6,,9.2
Kenny Gabriel,Forward,80.0,209.0,Auburn,2012,3,83.0,23.7,9.1,5.2,0.6,0.8,1.3,1.6,42.7,31.4,67.3,49.1,17.7,5.4
Logan Gabriel,Guard,70.0,178.0,Syracuse,2005,1,6.0,,0.0,0.0,0.2,0.2,0.0,,,,,,,0.0
Lucas Gabriel,Guard,75.0,190.0,Northern Arizona,2007,2,12.0,,0.5,0.1,0.2,0.1,0.0,,20.0,22.2,,30.0,,-0.1
Matt Gabriel,Guard,73.0,185.0,Loyola (MD),1995,3,79.0,,4.3,1.3,1.6,0.9,0.0,,33.9,29.0,65.9,42.5,,
Mike Gabriel,Forward,80.0,230.0,Quinnipiac,2011,1,7.0,8.3,2.7,1.7,0.1,0.1,0.0,0.3,43.8,,50.0,43.8,10.8,0.1
Terrance Gabriel,Guard,72.0,183.0,McNeese State,1993,2,20.0,8.6,1.6,0.5,0.9,0.3,0.0,1.2,40.0,16.7,71.4,44.0,,
Wenyen Gabriel,Forward,81.0,213.0,Kentucky,2017,1,38.0,17.7,4.6,4.8,0.7,0.3,0.9,0.8,40.5,31.7,61.8,47.3,13.1,2.2
Williams Gabriel,Forward,80.0,214.0,New Hampshire,2015,2,45.0,9.9,1.4,1.7,0.0,0.2,0.6,0.7,46.9,,60.0,46.9,5.6,0.5
_ Gabriel,School: Loyola (MD),,,,1992,1,,,,,,,,,,,,,,
Peter Gabriele,Center,79.0,201.0,Boston University,1987,3,87.0,14.5,2.6,3.3,0.6,0.4,0.4,0.9,44.7,,43.0,,,
Tim Gabrish,Center,82.0,208.0,UTSA,1983,1,16.0,14.4,1.9,2.4,0.3,0.1,0.4,0.4,35.0,,33.3,,,
Jonathon Gac,Forward,81.0,220.0,Loyola (IL),2012,2,35.0,6.1,1.9,1.3,0.2,0.2,0.0,0.5,59.6,,43.5,59.6,13.5,0.3
Jeff Gaca,Guard,75.0,190.0,Cornell,1990,1,19.0,7.7,4.2,0.9,0.5,0.4,0.0,0.7,46.6,53.6,83.3,59.5,,
Jeff Gaca,Guard,75.0,190.0,Cornell,1993,3,78.0,23.6,12.6,2.6,2.1,0.8,0.1,2.2,39.6,37.1,82.2,47.5,,
Archie Gacek,Forward,,,,1948,1,11.0,,3.9,,,,,,,,41.2,,,
Nikola Gacesa,Forward,81.0,240.0,  Schools: Florida International and Texas Christian,2009,3,112.0,20.0,6.0,3.1,0.5,0.3,0.2,0.6,41.1,38.3,77.4,45.6,,3.5
Steve Gadaire,Forward,77.0,196.0,Davidson,1975,3,76.0,,3.8,2.3,,,,,43.6,,54.9,,,
Abdul Gaddy,Guard,75.0,195.0,Washington,2012,3,118.0,27.2,7.7,2.4,4.0,0.7,0.2,2.2,42.8,31.7,66.2,47.1,12.0,6.6
Andre Gaddy,Center,82.0,208.0,George Mason,1982,3,78.0,35.0,18.1,9.3,,0.3,1.2,2.9,57.9,,69.0,,,
Brian Gaddy,Guard,74.0,188.0,USC,1964,1,11.0,,1.1,0.4,,,,,36.4,,80.0,,,
James Gaddy,Guard,75.0,190.0,Georgia Tech,1993,3,17.0,2.5,,0.5,0.4,0.2,0.0,0.2,,,,,,
Rodney Gaddy,Guard,72.0,183.0,Loyola (IL),1976,2,38.0,,7.8,3.3,,,,,41.2,,73.1,,,
Dave Gadis,Guard,71.0,180.0,SMU,1983,3,103.0,22.4,4.2,1.1,,0.4,0.0,1.9,43.3,,73.6,,,
Mack Gadis,Guard,73.0,185.0,Purdue,1985,3,104.0,18.2,5.3,1.4,2.6,0.6,0.0,1.2,46.0,,75.7,,,
Chris Gadley,Center,81.0,206.0,  Schools: Hofstra and Canisius,2009,3,84.0,,4.2,4.5,0.4,0.2,0.8,2.1,41.4,29.2,55.3,42.5,,3.1
Harel Gadot,Guard,74.0,188.0,Siena,1996,3,62.0,,2.7,1.0,1.4,0.5,0.1,,29.3,23.8,78.4,36.5,,
Dee Gadsden,Guard,74.0,188.0,Southeastern Louisiana,2005,3,29.0,,1.9,0.8,0.4,0.1,0.1,,32.8,25.0,52.6,37.9,,0.0
Kinard Gadsden-Gilliard,Forward,78.0,250.0,ETSU,2014,2,65.0,27.8,8.2,4.5,2.2,0.8,0.3,2.2,39.9,32.3,73.6,43.3,10.5,1.7
Cheyne Gadson,Guard,75.0,190.0,Oklahoma State,2003,2,62.0,20.8,6.1,2.5,2.8,0.7,0.1,2.4,40.2,38.1,69.3,43.7,,2.9
Novar Gadson,Guard,79.0,230.0,Rider,2011,3,127.0,26.5,11.6,5.7,1.8,0.8,0.7,2.5,45.6,31.8,71.1,50.5,,9.1
Jim Gadzik,School: Yale,,,,1971,2,12.0,,0.8,0.7,,,,,36.4,,,,,
Dan Gadzuric,Center,83.0,240.0,UCLA,2001,3,122.0,24.1,10.5,6.6,0.6,0.7,1.5,1.8,54.8,0.0,44.9,54.8,,12.5
Roger Gaeckler,Forward,,,,1964,3,75.0,,6.1,8.4,,,,,39.7,,64.8,,,
Drew Gaeng,Guard,70.0,178.0,Mount St. Mary's,2005,1,11.0,,0.4,0.3,0.3,0.0,0.0,,0.0,0.0,100.0,0.0,,0.0
Bob Gaeta,Guard,74.0,188.0,Wagner,1988,1,6.0,,6.0,2.0,1.8,0.7,0.0,,31.8,5.9,46.7,33.0,,
Sal Gaetani,School: Loyola (MD),,,,2007,1,12.0,,0.2,0.1,0.1,0.0,0.0,,33.3,,,33.3,,0.0
Phil Gaetano,Guard,70.0,170.0,Sacred Heart,2014,3,123.0,30.7,5.4,2.6,5.9,0.9,0.1,2.9,35.5,35.2,86.7,47.6,9.8,3.1
Robert Gaffey,Forward,76.0,193.0,Drake,2004,1,1.0,,0.0,1.0,1.0,0.0,0.0,,,,,,,0.0
Scott Gaffield,Guard,78.0,198.0,Yale,2003,3,104.0,,4.0,1.9,0.9,0.6,0.2,,35.6,32.4,75.0,46.3,,2.3
Craig Gaffin,Center,79.0,201.0,Vermont,1993,3,74.0,,4.0,4.4,0.6,0.5,0.2,,53.7,,52.3,53.7,,
Craig Gaffin,Forward,79.0,201.0,Vermont,1990,1,11.0,,0.9,1.2,0.4,0.1,0.3,,37.5,,66.7,37.5,,
A.D. Gaffney,Guard,68.0,173.0,Brooklyn,1986,1,31.0,,7.6,1.6,4.1,1.1,0.0,,43.3,,73.7,,,
Adolphis Gaffney,Guard,69.0,175.0,Portland,1989,2,42.0,19.3,5.7,1.1,2.9,0.6,0.0,1.6,36.8,30.0,76.3,41.3,,
Brian Gaffney,Forward,77.0,196.0,LIU-Brooklyn,1993,2,52.0,,9.5,5.9,1.0,1.4,1.7,,49.3,0.0,59.9,49.3,,
Dan Gaffney,Forward,78.0,198.0,Manhattan,1971,1,14.0,,0.8,1.6,0.3,,,,18.2,,63.6,,,
Ed Gaffney,Guard,73.0,185.0,Hofstra,1968,1,2.0,,2.0,3.0,,,,,40.0,,,,,
Frank Gaffney,Guard,74.0,188.0,Boston College,1951,3,61.0,,3.6,,,,,,,,,,,
Greg Gaffney,Guard,67.0,170.0,Drexel,1998,3,118.0,,2.3,1.4,2.4,0.5,0.0,,38.2,41.9,76.6,50.5,,4.4
Kevin Gaffney,Guard,,,,1982,3,83.0,25.5,6.2,2.2,,0.5,0.1,1.7,39.3,,,,,
Louis Gaffney,Guard,75.0,190.0,Youngstown State,1986,1,10.0,2.3,0.5,0.8,0.1,0.0,0.0,0.3,12.5,,25.0,,,
Paul Gaffney,Guard,74.0,188.0,Niagara,1981,1,2.0,8.0,3.5,2.5,0.5,0.0,0.5,0.0,50.0,,37.5,,,
Ray Gaffney,Guard,74.0,188.0,Minnesota,1988,3,105.0,22.4,8.1,1.7,1.1,0.4,0.0,1.4,46.4,,70.8,,,
Tony Gaffney,Forward,80.0,203.0,  Schools: Boston University and UMass,2008,3,111.0,26.4,5.6,5.5,1.0,1.5,2.7,1.2,47.4,22.0,58.9,49.1,,8.0
Chris Gafney,Guard,76.0,193.0,Oklahoma State,1989,3,98.0,10.6,1.7,1.1,1.2,0.3,0.2,0.7,36.9,,,,,
Arthur Gage,Center,82.0,225.0,Chicago State,2014,2,21.0,5.5,0.5,0.8,0.0,0.1,0.5,0.2,37.5,,62.5,37.5,5.3,0.1
Arthur Gage,Guard,70.0,178.0,Houston Baptist,1971,1,18.0,,2.8,0.8,,,,,43.6,,88.9,,,
Charley Gage,Center,76.0,193.0,Clemson,1954,3,50.0,,5.9,7.3,,,,,37.5,,57.2,,,
Devin Gage,Guard,74.0,207.0,DePaul,2017,1,29.0,11.9,4.0,0.9,0.9,0.8,0.2,1.0,47.4,23.8,72.4,50.0,13.2,0.5
George Gage,6-2 (188cm) ,,,,1955,3,38.0,,1.2,0.5,,,,,33.3,,64.0,,,
John Gage,Forward,82.0,225.0,Stanford,2013,3,121.0,10.8,4.2,1.6,0.3,0.3,0.2,0.5,40.7,38.7,83.3,54.6,15.9,4.6
Justin Gage,Forward,78.0,198.0,Missouri,2002,3,73.0,,2.1,2.9,0.4,0.7,0.1,,40.7,18.8,56.0,42.0,,1.8
Nick Gagel,Guard,72.0,183.0,Florida Atlantic,2009,1,18.0,,0.3,0.3,0.0,0.1,0.0,0.2,11.1,14.3,50.0,16.7,,-0.1
Harry Gaghen,School: Bradley,,,,1951,1,2.0,,0.5,,,,,,0.0,,50.0,,,
Mark Gagle,Forward,79.0,201.0,Western Illinois,1997,3,85.0,,5.0,3.8,1.0,0.4,0.1,,44.7,24.2,52.3,46.5,,
Ross Gagliano,6-3 (190cm) ,,,,1960,1,23.0,,7.0,7.6,,,,,41.4,,66.7,,,
Martin Gagne,Guard,72.0,183.0,UConn,2007,2,10.0,,0.3,0.2,0.0,0.0,0.0,,20.0,33.3,,30.0,,0.0
Jim Gagnier,Forward,76.0,193.0,St. Bonaventure,1968,1,10.0,,0.4,0.4,,,,,20.0,,,,,
Mark Gagnon,Guard,75.0,190.0,Xavier,1987,1,7.0,2.4,0.9,,0.3,0.0,0.0,0.1,33.3,,66.7,33.3,,
Raymond Gagnon,6-0 (183cm) ,,,,1950,2,34.0,,11.0,,,,,,31.4,,59.5,,,
Richard Gagnon,Forward,76.0,193.0,Rhode Island,1972,2,24.0,,1.9,1.7,,,,,45.8,,,,,
Ronald Gagnon,5-11 (180cm) ,,,,1952,2,20.0,,2.0,0.4,,,,,46.7,,60.0,,,
Taylor Gagnon,Forward,78.0,198.0,East Carolina,2007,3,100.0,,1.8,1.9,0.2,0.2,0.1,0.6,34.5,24.4,68.9,37.8,,0.5
Brian Gahan,Guard,76.0,193.0,  Schools: Iowa State and Texas A&M,2005,2,12.0,,1.4,1.6,0.5,0.1,0.1,,33.3,28.6,87.5,41.7,,0.2
John Gahan,Guard,72.0,183.0,Yale,1969,1,8.0,,0.5,0.1,0.6,,,,33.3,,,,,
Andreas Gahlmann,Center,80.0,203.0,Portland,2005,3,68.0,,2.3,1.4,0.2,0.2,0.2,,59.0,,55.6,59.0,,1.6
Gordy Gahm,Guard,75.0,190.0,Dayton,1973,3,66.0,,3.3,1.4,,,,,39.1,,62.7,,,
Larry Gahr,Guard,77.0,196.0,Idaho State,1976,2,45.0,,2.8,2.8,1.6,,,,43.2,,62.0,,,
Deng Gai,Forward,81.0,250.0,Fairfield,2004,3,100.0,29.5,12.7,7.0,0.9,0.6,4.4,,47.3,33.5,73.6,51.0,,15.1
Frank Gaidjunas,Center,81.0,206.0,Villanova,1967,3,67.0,,5.1,4.6,,,,,41.7,,64.4,,,
Sam Gailbreath,Center,80.0,203.0,Denver,1964,1,3.0,,,0.7,,,,,,,,,,
Keith Gailes,Forward,75.0,190.0,Loyola (IL),1991,3,82.0,38.6,24.7,5.5,3.4,1.7,0.2,4.0,44.0,34.0,78.0,48.3,,
Bob Gaillard,Guard,73.0,185.0,San Francisco,1961,2,51.0,,10.9,4.5,,,,,36.7,,73.7,,,
Kyle Gaillard,Forward,80.0,220.0,William & Mary,2013,3,127.0,23.1,6.0,3.4,1.3,0.4,0.2,0.9,48.0,36.0,59.9,54.7,13.1,6.2
Adrian Gailliard,Forward,79.0,201.0,Western Carolina,2010,2,65.0,13.7,4.4,2.6,0.3,0.3,0.4,1.2,49.8,100.0,61.2,50.0,,2.2
Bob Gailus,Forward,79.0,201.0,Columbia,1971,2,46.0,,9.7,3.8,,,,,53.8,,71.2,,,
Eddie Gainer,School: Florida Atlantic,,,,2008,1,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tommy Gainer,Guard,76.0,193.0,Prairie View,1985,1,14.0,5.4,0.9,0.3,0.5,0.2,0.1,0.0,40.0,,100.0,,,
Vic Gainer,Center,80.0,203.0,Morehead State,1991,2,58.0,11.9,3.9,2.1,0.3,0.2,0.2,,44.5,,66.0,44.5,,
Akins Gaines,Forward,78.0,198.0,Nicholls State,2008,2,13.0,,1.0,1.1,0.0,0.2,0.1,0.7,27.8,25.0,25.0,33.3,,-0.1
Anthony Gaines,Center,80.0,203.0,Tennessee State,1985,1,28.0,11.2,2.4,2.0,0.3,0.4,0.4,0.9,32.9,,54.1,,,
Arnold Gaines,Guard,76.0,193.0,Wisconsin,1980,4,103.0,0.0,7.2,2.3,2.8,0.8,0.1,2.2,38.9,,63.0,,,
Artie Gaines,School: North Carolina A&T,,,,1980,1,26.0,,9.7,4.7,,,,,45.1,,75.4,,,
Charles Gaines,Forward,,,,2003,3,118.0,,10.3,6.9,0.5,1.0,1.2,,49.3,16.7,70.2,49.4,,11.9
Charlie Gaines,Forward,79.0,201.0,Robert Morris,1978,2,34.0,,14.5,7.9,,,,,56.2,,64.8,,,
Chris Gaines,Guard,77.0,196.0,Prairie View,2007,2,51.0,,7.6,2.5,0.5,0.8,0.3,,43.1,26.8,54.3,47.8,,1.4
Chris Gaines,Guard,75.0,190.0,Hawaii,1989,3,102.0,30.4,17.0,3.1,2.9,1.2,0.2,2.4,46.5,30.3,84.8,49.4,,
Corey Gaines,Guard,75.0,195.0,  Schools: UCLA and Loyola Marymount,1986,3,109.0,27.5,8.0,1.5,3.9,2.0,0.3,4.1,50.4,,68.0,,,
Corvonn Gaines,Guard,76.0,215.0,East Carolina,2012,3,113.0,21.9,3.9,2.5,2.2,1.0,0.2,1.2,41.3,29.3,51.1,47.2,10.4,4.2
Darren Gaines,Forward,77.0,196.0,Southern,1986,2,41.0,6.0,2.1,1.1,0.2,0.2,0.2,0.3,50.7,,43.2,,,
Darryl Gaines,Guard,75.0,190.0,Southern,1990,2,34.0,,4.4,0.9,0.5,0.4,0.1,,40.9,37.7,78.0,52.7,,
Darryl Gaines,Guard,75.0,190.0,San Diego State,1987,2,53.0,14.6,5.3,1.9,0.9,0.5,0.2,1.1,38.9,,71.4,,,
Demarcus Gaines,Forward,,,,1998,2,49.0,,3.9,4.7,0.4,0.4,0.2,,41.9,7.7,,42.2,,1.6
Dick Gaines,6-0 (183cm) ,,,,1957,3,77.0,,19.6,7.6,,,,,39.3,,70.3,,,
Edward Gaines,Forward,76.0,193.0,Davidson,1989,3,69.0,,5.3,4.1,0.4,0.4,0.0,,43.2,25.5,72.6,45.1,,
Eric Gaines,Guard,76.0,180.0,Kent State,2012,2,63.0,16.6,3.7,2.1,0.5,0.8,0.2,0.7,42.3,28.3,54.1,45.6,10.0,2.0
Eric Gaines,School: UNLV,,,,1981,2,,2.8,,,,,,0.5,,,,,,
Eric Gaines,Guard,75.0,190.0,Pepperdine,1977,1,24.0,,3.3,0.8,0.7,,,1.3,38.8,,73.9,,,
Frank Gaines,Guard,75.0,195.0,IPFW,2012,3,123.0,26.7,15.0,4.6,0.9,1.1,0.5,1.8,44.1,32.4,74.4,49.2,22.3,12.6
Harrison Gaines,Guard,72.0,170.0,  Schools: Penn and UC-Riverside,2011,3,94.0,11.3,6.1,1.8,1.9,0.3,0.0,0.7,39.2,27.6,67.2,42.4,,1.6
Jamal Gaines,Guard,75.0,185.0,Bethune-Cookman,2017,1,5.0,3.8,1.2,0.2,0.2,0.0,0.2,0.4,40.0,,100.0,40.0,6.4,0.0
Jason Gaines,Guard,72.0,183.0,San Francisco,2003,3,119.0,,2.5,1.7,2.9,1.1,0.0,,36.6,27.3,70.9,40.9,,3.3
Johnathan Gaines,Center,81.0,206.0,Southeast Missouri State,1992,1,19.0,4.4,1.7,1.1,,0.0,0.2,0.5,57.1,,20.0,57.1,,
Jon Gaines,Forward,75.0,190.0,St. Peter's,2000,1,11.0,,0.2,0.1,0.1,0.0,0.0,,33.3,,,33.3,,0.0
Jon Gaines,Guard,76.0,193.0,Southern Utah,1996,1,28.0,,15.7,3.9,0.8,1.0,0.1,,48.4,43.7,69.8,59.4,,3.8
Jordan Gaines,Forward,79.0,185.0,Savannah State,2017,1,26.0,8.9,2.5,1.8,0.0,0.3,0.3,0.8,38.8,26.3,45.0,42.5,5.3,-0.1
Kelvin Gaines,Center,82.0,227.0,Cincinnati,2013,2,39.0,7.1,0.6,1.8,0.1,0.3,1.0,0.4,37.9,,23.1,37.9,10.1,0.5
Kelvin Gaines,Forward,82.0,240.0,North Texas,2014,1,19.0,7.5,0.6,1.5,0.1,0.2,0.5,0.5,40.0,,0.0,40.0,2.0,0.1
Kenny Gaines,Guard,75.0,200.0,Georgia,2015,3,127.0,24.7,10.4,2.5,1.0,0.7,0.7,1.2,40.7,37.4,73.8,50.5,15.9,9.5
Kenwick Gaines,Guard,76.0,193.0,Texas Southern,1993,1,12.0,,0.5,0.9,0.1,0.1,0.1,,0.0,,75.0,0.0,,
Kevin Gaines,Guard,74.0,188.0,  Schools: Michigan and Houston,2002,2,50.0,,11.0,3.7,5.0,1.3,0.0,,38.5,31.3,68.8,43.9,,1.5
Lyonell Gaines,Forward,78.0,220.0,  Schools: IUPUI and Morehead State,2015,3,116.0,19.4,6.2,4.3,0.9,0.4,0.1,0.7,51.7,23.9,63.5,52.7,15.8,5.8
Mario Gaines,Guard,70.0,178.0,UCSB,1982,1,25.0,32.4,11.0,1.4,4.0,2.6,0.2,3.4,49.7,,76.2,,,
Mike Gaines,Guard,72.0,183.0,Delaware State,1978,1,10.0,,3.6,0.7,,,,,56.5,,76.9,,,
Reece Gaines,Guard,78.0,205.0,Louisville,2002,3,125.0,31.6,15.6,3.4,3.8,1.5,0.2,2.7,45.2,38.3,75.0,53.3,,16.7
Robert Gaines,Forward,77.0,196.0,Western Carolina,1993,3,82.0,30.4,18.4,5.0,1.3,1.4,0.5,2.2,48.4,37.5,74.7,55.2,,
Robert Gaines,Forward,77.0,196.0,Western Carolina,1990,1,28.0,17.4,6.2,2.9,0.4,0.9,0.5,1.3,48.4,20.0,62.1,49.1,,
Stan Gaines,Forward,79.0,201.0,  Schools: Minnesota and Seton Hall,2006,3,114.0,,4.6,3.3,1.1,0.6,0.6,,42.8,26.6,68.8,45.8,,5.2
Sundiata Gaines,Guard,73.0,185.0,Georgia,2007,3,123.0,,11.9,5.5,3.9,2.1,0.2,2.6,41.1,30.3,59.1,46.1,,9.1
Tarvin Gaines,Forward,78.0,225.0,Jacksonville State,2013,2,58.0,27.6,13.5,4.7,0.6,0.7,0.8,1.3,45.9,29.2,81.5,50.8,22.3,7.2
Tom Gaines,School: UNC,,,,1951,1,9.0,,1.1,0.4,0.1,,,,40.0,,100.0,,,
Trent Gaines,Guard,74.0,188.0,University of California,1969,2,33.0,,9.7,2.4,,,,,35.6,,71.4,,,
Trevor Gaines,Center,79.0,201.0,Vermont,2001,3,111.0,,11.3,7.9,1.3,0.7,0.5,,52.9,30.8,59.1,53.7,,11.3
Troy Gaines,Guard,71.0,180.0,Auburn,2005,3,53.0,,3.1,0.8,0.6,0.2,0.0,,29.4,32.4,61.5,40.2,,0.1
Warner Gaines,Guard,72.0,183.0,Western Kentucky,1962,1,4.0,,,0.5,,,,,,,,,,
Xzavier Gaines,Guard,76.0,193.0,Syracuse,2005,2,12.0,,0.2,0.5,0.2,0.1,0.0,,10.0,0.0,,10.0,,-0.1
_ Gaines,School: Davidson,,,,1990,1,12.0,,10.9,4.3,1.3,0.5,,,36.4,12.5,66.7,36.8,,
Greg Gainey,Forward,77.0,212.0,Texas-Arlington,2015,2,57.0,18.0,8.0,3.8,0.4,0.5,0.3,1.0,48.4,34.5,72.3,52.3,18.0,3.6
Gregory Gainey,Forward-Guard,77.0,196.0,Tennessee State,1982,2,22.0,,2.9,1.7,,,,,37.9,,72.2,,,
Jim Gainey,6-8 (203cm) ,,,,1953,2,24.0,,4.4,4.2,,,,,42.0,,53.3,,,
Justin Gainey,Guard,72.0,174.0,North Carolina State,1999,3,128.0,,6.9,2.5,2.7,1.5,0.1,,39.8,31.7,74.6,46.2,,8.3
Kevin Gainey,School: Eastern Kentucky,,,,1980,1,7.0,0.0,0.3,0.4,,,0.0,0.0,33.3,,,,,
Larry Gainey,Guard,73.0,185.0,Delaware State,1981,3,75.0,,3.3,2.2,,,,,37.0,,75.0,,,
Nate Gainey,Guard,73.0,185.0,Hartford,1989,1,21.0,14.0,5.0,3.1,0.4,0.5,0.1,1.7,39.4,0.0,68.3,39.4,,
Tim Gainey,Guard,78.0,198.0,Southern Utah,2005,2,55.0,,11.0,4.3,1.5,0.8,0.4,,42.9,36.4,66.4,50.9,,2.5
Kenney Gainous,Forward,81.0,206.0,Boise State,2003,3,82.0,,1.4,1.6,0.2,0.1,0.3,,41.7,0.0,57.4,41.7,,1.2
Marquise Gainous,Forward,81.0,206.0,Texas Christian,2000,2,63.0,,19.5,8.5,1.5,1.0,1.2,,53.6,32.3,81.0,54.9,,9.3
Kenwick Gains,Guard,75.0,190.0,Texas Southern,1992,1,20.0,4.7,1.1,1.2,0.1,0.3,0.1,0.7,31.3,0.0,61.1,31.3,,
Dave Gainza,Guard,75.0,190.0,San Jose State,1972,2,45.0,,3.8,2.4,,,,0.4,35.7,,,,,
Emmanuel Gaiter,Guard,76.0,193.0,Tennessee State,2009,2,32.0,,5.4,1.8,0.5,0.3,0.0,1.0,49.3,14.3,66.1,49.6,,0.7
Brian Gaither,Guard,75.0,190.0,Western Carolina,2003,1,6.0,,2.0,2.2,0.5,0.3,0.0,,36.4,36.4,,54.5,,0.1
Chris Gaither,Guard,73.0,185.0,Temple,2003,1,15.0,,0.9,0.3,0.3,0.4,0.0,,41.7,42.9,,54.2,,0.2
Cori Gaither,Forward,77.0,196.0,Texas-Rio Grande Valley,2006,1,25.0,,2.6,2.7,0.5,0.4,0.2,,36.2,29.4,65.4,40.5,,0.1
Jamar Gaither,Center,81.0,206.0,West Virginia,2000,2,12.0,,2.3,1.4,0.6,0.1,0.3,,63.2,,30.8,63.2,,0.3
Jordan Gaither,Guard,75.0,170.0,Tennessee State,2014,2,43.0,11.4,2.3,1.0,0.6,0.3,0.0,0.7,32.4,24.2,51.6,40.0,4.6,-0.1
Marcus Gaither,Guard,77.0,196.0,Fairleigh Dickinson,1983,3,99.0,38.2,18.3,4.2,3.7,2.1,0.2,,51.5,,72.9,,,
Mark Gaither,Center,80.0,203.0,North Carolina A&T,1985,2,22.0,,0.6,0.9,,0.1,0.1,0.1,23.5,,41.7,,,
Napoleon Gaither,Guard,75.0,190.0,Drake,1978,3,81.0,0.2,13.2,2.7,4.2,1.3,0.1,3.4,44.9,,77.6,,,
Que Gaither,Guard,,,,1998,2,39.0,,3.7,2.5,1.8,0.4,0.1,,42.6,46.4,63.0,48.0,,1.2
Tim Gaither,Guard,73.0,185.0,Middle Tennessee,1995,3,104.0,,12.7,4.2,3.3,1.4,0.0,,41.0,33.8,77.2,45.7,,
DC Gaitley,Guard,73.0,190.0,Fordham,2014,2,7.0,1.7,0.3,0.1,0.0,0.1,0.0,0.0,100.0,,,100.0,15.5,0.0
Dutch Gaitley,Forward,81.0,240.0,  Schools: Monmouth and Temple,2010,3,99.0,2.2,2.1,3.7,0.9,0.0,0.1,0.0,33.1,25.0,63.8,34.3,,1.2
Bruce Gaitor,Forward,77.0,196.0,Idaho State,1986,2,59.0,24.4,8.9,3.4,1.1,1.5,0.2,2.1,51.5,,50.6,,,
Nikola Gajic,Forward,77.0,200.0,Stephen F. Austin,2014,2,53.0,18.0,7.2,4.0,1.3,1.1,0.4,1.1,47.8,37.3,69.8,56.3,21.6,4.9
Gorjok Gak,Forward,83.0,231.0,Florida,2017,1,15.0,5.3,1.5,1.5,0.0,0.1,0.2,0.5,64.7,,10.0,64.7,11.8,0.2
Manny Gakou,Center,80.0,203.0,Creighton,2007,2,45.0,,1.0,0.8,0.0,0.0,0.0,,37.2,,45.8,37.2,,0.0
Art Galaise,School: UConn,,,,1949,1,17.0,,0.9,,,,,,22.2,,72.7,,,
Billy Galantai,Forward,77.0,196.0,UNC,1964,2,32.0,,2.8,2.2,,,,,40.5,,69.2,,,
Antonin Galaya,Guard,77.0,200.0,North Carolina Central,2014,2,44.0,6.5,2.3,1.1,0.3,0.2,0.1,0.3,29.7,28.0,75.0,41.4,11.1,0.8
Bill Galbraith,Forward,79.0,201.0,Washington State,1958,3,78.0,,7.2,6.1,,,,,35.7,,55.0,,,
